Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
369138 01;T.PUMA SIRENA BLACK 369138 01 # 5.5;1,890.00;PUMA;ZAPATO;9;15,371.00;1,707.89;30/1/2019;L1,690.00;
366425 09;T.P PACER NEXT CAGE NAVY 366425 09 # 5C;1,490.00;PUMA;ZAPATO;9;12,201.50;1,355.72;30/1/2019;L1,390.00;
A1JZU;T. KENDRICK CHUKKA POTTING SOIL BROWN A1JZU # 7.5;3,590.00;TIMBERLAND;ZAPATO;9;29,847.50;3,316.39;28/1/2019;L3,290.00;
18128;T. FLUME MID DK BROMW 18128 #7 ;3,150.00;TIMBERLAND;ZAPATO;9;25,021.50;2,780.17;22/4/2019;L2,850.00;COBRAR
A1RGX;T. SPLITROCK 2 BLACK A1RGX # 7.5;3,290.00;TIMBERLAND;ZAPATO;9;24,406.00;2,711.78;28/1/2019;L2,990.00;
A1IXF;Z.T. KILLINGTON CHUKK WHEAT/MESH A1IXF # 7.5;2,390.00;TIMBERLAND;ZAPATO;9;19,632.00;2,181.33;22/2/2019;L2,190.00;
PRO-FBL-400-BK/WHT;BALON FUTBOL BK//WHT #4 PRO-FBL-400-BK/WHT;550.00;PROFLITE;ACCESORIOS;9;4,404.36;489.37;4/3/2019;L490.00;
343880 100;SANDA NIKE BENASSI BLK/WHT 343880 100 # 6;990.00;NIKE;SANDALIAS;9;8,167.00;907.44;15/4/2019;L950.00;COBRAR
KL160559;T.KEDS ACE 3V TRIPLE METALLC WH KL160559 # 5;1,390.00;KEDS;ZAPATO;9;5,310.00;590.00;20/8/2018;L1,250.00;
843896-601;T.NIKE SB CHECK SOLAR CRMSON/WHT 843896-601 # 6.5;1,990.00;NIKE;ZAPATO;9;15,980.00;1,775.56;16/4/2019;L1,890.00;COBRAR
880268-010;T.N SB PORTMORE II SOLAR BLK/WHT 880268-010 # 6.5;1,990.00;NIKE;ZAPATO;9;16,070.00;1,785.56;22/2/2019;L1,790.00;
800333;MRJ DALLAS BLACK 800333 #7;1,790.00;MR JONES;ZAPATO;9;14,034.50;1,559.39;19/1/2019;L1,590.00;
364503 03;T.P BASKET CLASSIC  BLAK 364503 03 # 4C;1,590.00;PUMA;ZAPATO;8;11,281.50;1,410.19;10/5/2019;L1,390.00;ESTA BUENO
017011 BLK;T. RS PERFORM BLK 017011 # 6.5;990.00;RS PERFORMANCE;ZAPATO;8;7,448.00;931.00;13/5/2019;L890.00;ESTA BUENO
016082 GRY;T. RS INTENSE DK.GREY/BLK 016082 # 5;990.00;RS PERFORMANCE;ZAPATO;8;7,720.00;965.00;13/5/2019;L890.00;ESTA BUENO
015832 UVA; T. RS DEFY 2.0 UVA 015832 # 5;990.00;RS PERFORMANCE;ZAPATO;8;7,423.00;927.88;13/5/2019;L890.00;ESTA BUENO
015831 WINE;T. RS DEFY 2.0 WINE 015831 # 6.5;990.00;RS PERFORMANCE;ZAPATO;8;7,895.00;986.88;13/5/2019;L890.00;ESTA BUENO
192427 01;T.P RADIATE XT SLIP-ON BK 192427 01 # 5.5;1,790.00;PUMA;ZAPATO;8;13,080.00;1,635.00;10/5/2019;L1,590.00;ESTA BUENO
192442 04;T.P ENZO BETA BLACK 192442 04  # 7;1,990.00;PUMA;ZAPATO;8;14,981.50;1,872.69;10/5/2019;L1,790.00;ESTA BUENO
190975 02;T.P MEGA NRGY ZEBRA GREY 190975 02 # 7;2,150.00;PUMA;ZAPATO;8;5,451.00;681.38;2/6/2018;L1,990.00;
192443 04;T.P ENZO BETA WNMS  BLACK 192443 04 # 5.5;1,990.00;PUMA;ZAPATO;8;15,120.00;1,890.00;10/5/2019;L1,790.00;ESTA BUENO
599409-804;T.N WMNS NIKE AIR MAX THEA 599409-804 # 5;2,690.00;NIKE;ZAPATO;8;17,726.50;2,215.81;30/10/2018;L2,550.00;
5551R;T. EK STORMBUCK BLK SMOOTH 5551R #11;3,590.00;TIMBERLAND;ZAPATO;8;25,366.00;3,170.75;17/4/2019;L3,290.00;COBRAR
599409-205;T.N. AIR MAX THEA STRING/CREAM 599409-205 # 5.5;2,790.00;NIKE;ZAPATO;8;18,492.00;2,311.50;28/11/2018;L2,550.00;
AO0352-004;T. NIKE AIR MAX MOTION 2 BLK/BLU AO0352-004 # 9;2,990.00;NIKE;ZAPATO;8;20,679.50;2,584.94;16/4/2019;L2,790.00;COBRAR
AQU-8095-ASST;TAPONES DE OIDO  AQUATEK AQU-8095-ASST ;90.00;AQUATEK;ACCESORIOS;8;720.00;90.00;20/5/2019;L70.00;ESTA BUENO
AV3167-101;T.NIKE COURT BOROUGH WHT/BLK AV3167-101 # 10.5C;1,690.00;NIKE;ZAPATO;8;12,249.00;1,531.13;24/1/2019;L1,590.00;
15550;T.EARTHKEEPER DK BROWN 15550#8;4,290.00;TIMBERLAND;ZAPATO;8;30,678.00;3,834.75;30/10/2018;L3,990.00;
A1XBN;S.T. FELLS SLIDE BLK A1XBN # 9;1,250.00;TIMBERLAND;SANDALIAS;8;9,388.00;1,173.50;22/4/2019;L1,150.00;ESTA BUENO
928725-010;J. M NSW HBR JGGR FLC BLK 928725-010 # L;1,490.00;NIKE;ROPA;8;11,235.00;1,404.38;24/1/2019;L1,390.00;
0195115;T.SPERRY TOP SIDER A/O DK BROWN 0195115 #8;2,990.00;SPERRY TOP SIDER;ZAPATO;8;20,983.00;2,622.88;28/1/2019;L2,790.00;
AJ7280-600;T.N. AIR FORCE 1 '07 RED/WHT AJ7280-600 # 11.5;2,990.00;NIKE;ZAPATO;8;22,110.00;2,763.75;24/1/2019;L2,790.00;
STS18231;Z.SPERRY LEEWARD 2-EYE YACHT BRW STS18231 # 7;2,790.00;SPERRY TOP SIDER;ZAPATO;8;20,843.50;2,605.44;24/4/2019;L2,590.00;ESTA BUENO
BB-703EB-B;TORSO ROLLER BB-703EB-B  ;290.00;BODY SCULPTURE;ACCESORIOS;8;2,021.50;252.69;1/10/2018;L250.00;
WF60407;T.K. TRIPLE DECKER REVERSE NVY WF60407 # 5;1,690.00;KEDS;ZAPATO;8;12,122.50;1,515.31;30/1/2019;L1,590.00;
907256-500;T.N STAR RUNNER GTV VOLT 907256-500 # 5C;1,590.00;NIKE;ZAPATO;8;9,801.50;1,225.19;30/10/2018;L1,490.00;
STS83178;Z.SPERRY CREST VIBE NATURAL BEIGE STS83178 # 5.5;1,790.00;SPERRY TOP SIDER;ZAPATO;8;13,160.50;1,645.06;2/3/2019;L1,590.00;
STS83710;SPERRY BRIDGE DRIVER LTR NAVY STS83710 # 5.5;2,990.00;SPERRY TOP SIDER;ZAPATO;8;21,576.00;2,697.00;24/4/2019;L2,790.00;COBRAR
RSM3-184AM;Z KENNETH COLE ROADWAY BLACK RSM3-184AM # 7.5;1,790.00;KENNETH COLE;ZAPATO;8;7,820.00;977.50;20/12/2018;L1,590.00;
369401 02;SANDALIA PUMA EPIC RED/NAV 369401 02 # 9;650.00;PUMA;SANDALIAS;8;4,631.00;578.88;30/1/2019;L590.00;
5VF80170-100;T.FILA DISTRUCTOR II PREMIUN 5VF80170-100  # 6;2,590.00;FILA;ZAPATO;8;18,954.00;2,369.25;#N/A;#N/A;
5423A;T.EKBRADST PTO DARK BROW 5423A # 11;2,690.00;TIMBERLAND;ZAPATO;8;19,555.00;2,444.38;17/4/2019;L2,490.00;COBRAR
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 7;2,990.00;TIMBERLAND;ZAPATO;8;21,873.50;2,734.19;22/4/2019;L2,790.00;COBRAR
WF58063;T. KEDS TRIPLE KICK MET SILVER WF58063 # 5;2,390.00;KEDS;ZAPATO;8;8,930.00;1,116.25;18/3/2018;L2,190.00;
7-37CMA007302H;T.LACOSTE BAYLISS BLACK 7-37CMA007302H # 7;2,790.00;LACOSTE;ZAPATO;8;19,636.50;2,454.56;2/3/2019;L2,590.00;
15631;T. WMNS CHOCORUA TRAIL BRN/DARK BROW 15631 #9;3,590.00;TIMBERLAND;ZAPATO;8;26,563.24;3,320.41;22/4/2019;L3,290.00;ESTA BUENO
A1SLZ ;T. CITY S EDGE WP BOOT BLACK FULL A1SLZ # 7.5;3,890.00;TIMBERLAND;ZAPATO;8;28,723.00;3,590.38;28/1/2019;L3,650.00;
AO0265-001;T.N. MD RUNNER 19 BLK/ANTHRCT AO0265-001 # 7;2,390.00;NIKE;ZAPATO;8;17,140.50;2,142.56;16/4/2019;L2,190.00;COBRAR
A1MZX;T. KENDRICK SIDE ZIP BO TAN BROW A1MZX # 11;4,190.00;TIMBERLAND;ZAPATO;8;30,377.50;3,797.19;30/10/2018;L3,790.00;
VN0A3B3UUB3;VANS OLD SKOOL SATIN GRAY/SNOW VN0A3B3UUB3 # 4;2,190.00;VANS;ZAPATO;8;16,460.00;2,057.50;2/2/2019;L1,990.00;
880839-001;T. NIKE FREE RN 2017 BLK/WHT 880839-001 # 7;2,390.00;NIKE;ZAPATO;8;18,017.00;2,252.13;22/2/2019;L2,190.00;
908985-001;T. NIKE FLEX EXPERIENCE7 BLK/WHT 908985-001 # 12;2,190.00;NIKE;ZAPATO;8;15,761.50;1,970.19;22/2/2019;L1,990.00;
A1PDP;T. BRADSTREET BLACK A1PDP # 7.5;2,990.00;TIMBERLAND;ZAPATO;8;22,473.00;2,809.13;17/4/2019;L2,790.00;ESTA BUENO
A22PD;T. BRADST PT CHKA DK BRN A22PD # 10;2,990.00;TIMBERLAND;ZAPATO;8;21,836.50;2,729.56;22/4/2019;L2,790.00;COBRAR
204537-485CH;SANDALIA  CROCS NAVY/WHT 204537-458CH # C4;1,290.00;CROCS;SANDALIAS;8;9,973.00;1,246.63;2/3/2019;L1,190.00;
11016-379;SANDALIA CROCS GREEN 11016-37 # 7;1,450.00;CROCS;SANDALIAS;8;10,711.00;1,338.88;2/3/2019;L1,390.00;
STS10405;SPERRY A/O EYE NAVY STS10405 # 7;2,990.00;SPERRY TOP SIDER;ZAPATO;8;22,231.30;2,778.91;24/4/2019;L2,790.00;COBRAR
WF60343;K. RISE VELVET GRAY WF60343 # 5;1,790.00;KEDS;ZAPATO;8;12,757.50;1,594.69;23/4/2019;L1,590.00;ESTA BUENO
A1ODQ;Z.T. KILLINGTON HIKER CHU GRAPE/GREEN A1ODQ # 7.5;3,290.00;TIMBERLAND;ZAPATO;8;22,954.00;2,869.25;22/2/2019;L2,990.00;
11016-1AS;SANDALIA  CROCS BEIGE/WHT 11016-1AS # 4;1,450.00;CROCS;SANDALIAS;8;12,010.00;1,501.25;2/3/2019;L1,390.00;
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 6;1,890.00;NIKE;ZAPATO;8;13,656.00;1,707.00;22/2/2019;L1,790.00;
BB-876A-BS;"SLIM WAIST TONER (40"" X 10"") BB-876A-BS";320.00;BODY SCULPTURE;ACCESORIOS;8;2,282.60;285.33;4/3/2019;L270.00;
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 7.5;2,190.00;NIKE;ZAPATO;8;16,144.50;2,018.06;24/1/2019;L1,990.00;
917707 660;T.N RETALIATION TR RED 917707 660 # 6.5;2,390.00;NIKE;ZAPATO;8;17,234.50;2,154.31;22/2/2019;L2,190.00;
021958 02;GORRA PUMA MAPM BASEBALL CAP GREEN 021958 02;650.00;PUMA;ACCESORIOS;7;4,143.00;591.86;10/5/2019;L590.00;ESTA BUENO
015872 BLK;T. RS ROTINE BLK/FUCHSIA 015872 # 5;990.00;RS PERFORMANCE;ZAPATO;7;6,655.00;950.71;13/5/2019;L890.00;ESTA BUENO
366903 05;T.P WIRED PS NAVY/YELL 366903 05 # 11C;1,390.00;PUMA;ZAPATO;7;9,251.00;1,321.57;10/5/2019;L1,290.00;ESTA BUENO
VN000D3HNVY;T.V OLD SKOOL NAVY VN000D3HNVY # 4;2,190.00;VANS;ZAPATO;7;13,744.50;1,963.50;10/5/2019;L1,990.00;COBRAR
0197640;Z.SPERRY A/O SAHARA  BROW 0197640 # 11;2,990.00;SPERRY TOP SIDER;ZAPATO;7;19,110.50;2,730.07;28/1/2019;L2,790.00;
192442 01;T.P ENZO BETA BLACK 192442 01 # 7;1,990.00;PUMA;ZAPATO;7;12,965.00;1,852.14;30/1/2019;L1,790.00;
369138 03;T.P SIRENA  GREY 369138 03 # 5.5;1,890.00;PUMA;ZAPATO;7;11,390.50;1,627.21;30/1/2019;L1,690.00;
BA5274-451;MOCHILA  NIKE NAVY/BLK BA5274-451 ;1,390.00;NIKE;ACCESORIOS;7;8,831.00;1,261.57;29/6/2017;L0.00;
STS82371;Z. SPERRY CREST VIBE AP WHITE STS82371 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;7;8,212.50;1,173.21;1/12/2018;L1,990.00;
SP2079 010;ESPINILLERAS NIKE BLK/GREN SP2079 010 S;590.00;NIKE;ACCESORIOS;7;4,040.00;577.14;8/2/2018;L550.00;
RSM2-103AM WHITE;ZAPATO KENNET WHITE RSM2-103AM WHITE # 7.5;1,490.00;KENNETH COLE;ZAPATO;7;6,007.00;858.14;4/12/2018;L1,390.00;
818386-606;T. NIKE TANJUN BTV TRUE/PINK 818386-606 # 5;1,390.00;NIKE;ZAPATO;7;8,963.00;1,280.43;16/4/2019;L1,290.00;COBRAR
7-37CFA0024TS2;T.LACOSTE LANCELLE PNK 7-37CFA0024TS2 # 5.5;2,590.00;LACOSTE;ZAPATO;7;17,555.00;2,507.86;2/3/2019;L2,390.00;
7-37CMA0046J18;T.LACOSTE LEROND NVY/WHT 7-37CMA0046J18 # 7;2,790.00;LACOSTE;ZAPATO;7;17,366.50;2,480.93;2/3/2019;L2,590.00;
A1ODZ;Z.T. KILLINGTON HIKER CHU BLACK/NAVY A1ODZ # 7.5;3,290.00;TIMBERLAND;ZAPATO;7;19,773.00;2,824.71;22/2/2019;L2,990.00;
360248 11;S.PUMA EPIC FLIP NAVY 360248 11 # 7;650.00;PUMA;SANDALIAS;7;4,272.50;610.36;16/8/2018;L590.00;
832883-011;T. NIKE DOWNSHIFTER 6 BGP BLK 832883-011 # 10.5;1,590.00;NIKE;ZAPATO;7;10,440.50;1,491.50;22/2/2019;L1,490.00;
STS95128;SPERRY PIER VIEW CORE WHITE STS95128 # 6.5;1,990.00;SPERRY TOP SIDER;ZAPATO;7;12,878.00;1,839.71;28/1/2019;L1,790.00;
STS82169;Z. SPERRY SKY SAIL LIGHT PINK STS82169 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;7;9,755.00;1,393.57;1/12/2018;L1,990.00;
RSM4-167AM NAVY;Z. KENNETH COLE MARRON NAVY RSM4-167AM # 8.5;1,490.00;KENNETH COLE;ZAPATO;7;5,530.00;790.00;4/12/2018;L1,390.00;
MR90074PU BLACK;Z.K SOLE DESTINY BLACK MR90074PU # 8;1,690.00;KENNETH COLE;ZAPATO;7;6,230.00;890.00;14/2/2018;L1,590.00;
VN000D3YBLK;VANS OLD SKOOL BLK/WHT VN000D3YBLK # 5T;1,190.00;VANS;ZAPATO;7;7,351.50;1,050.21;2/2/2019;L990.00;
FOR-1617-M;GUANTE PARA PESAS FORTIS BLK/WHT FOR-1617-S   M;350.00;FORTIS;ACCESORIOS;7;2,337.50;333.93;4/3/2019;L290.00;
RWS1-203MT PEWTER;ZAPATO KENNET SOUL MUSIC PEWTER RWS1-203MT # 6;1,490.00;KENNETH COLE;ZAPATO;7;5,445.60;777.94;4/12/2018;L1,390.00;
FOR-1559-BL;VENDA DE MANO BLUE FOR-1559-BL;250.00;FORTIS;ACCESORIOS;7;1,620.00;231.43;8/12/2018;L220.00;
353572 17;T.P ROMA BASIC BLACK 353572 17 # 7;1,990.00;PUMA;ZAPATO;7;12,404.00;1,772.00;30/1/2019;L1,790.00;
599409-805;T. NIKE AIR MAX THEA CRMSN/IVRY 599409-805 # 5;2,790.00;NIKE;ZAPATO;7;18,322.00;2,617.43;25/2/2019;L2,550.00;
FOR-1904-PK-L;GUANTES DE LEV DE PESO PINK FOR-1904-PK-L;350.00;FORTIS;ACCESORIOS;7;2,339.00;334.14;1/10/2018;L290.00;
8-042760001;T. DE BAÑO SPEEDO BLCK 8-042760001 # 32;790.00;SPEEDO;ROPA;7;5,130.00;732.86;4/3/2019;L690.00;
343880-016;S. BENASSI JDI BLACK/MTLC GOLD 343880-016 # 8;990.00;NIKE;SANDALIAS;7;6,657.00;951.00;16/4/2019;L950.00;ESTA BUENO
800251;MRJ DALLAS CAMEL 800251 #11;1,790.00;MR JONES;ZAPATO;7;11,693.19;1,670.46;19/1/2019;L1,590.00;
A1OJD;T. LARCHMONT WP CHUKKA GAUCHO BROW A1OJD # 11;2,990.00;TIMBERLAND;ZAPATO;7;19,078.00;2,725.43;30/10/2018;L2,790.00;
STS83484;Z.SPERRY 7-SEAS SPRT FLDBLK STS83484 # 6;2,590.00;SPERRY TOP SIDER;ZAPATO;7;15,583.50;2,226.21;2/3/2019;L2,390.00;
369124 01;T.P ELECTRON STREET ENG 369124 01 # 7;1,990.00;PUMA;ZAPATO;7;13,331.50;1,904.50;30/1/2019;L1,890.00;
192349 01;T.P ENZO STREET HEATHER BLACK 192349 01 # 7;1,990.00;PUMA;ZAPATO;7;10,984.00;1,569.14;30/1/2019;L1,790.00;
204537-7H5;SANDALIA CROCS  PINK 204537-7H5 # 4;1,190.00;CROCS;SANDALIAS;7;7,292.00;1,041.71;2/3/2019;L990.00;
341522 04;T.PUMA FUEGO NYLON BLACK/WHT 341522 04 # 7;1,690.00;PUMA;ZAPATO;7;11,115.00;1,587.86;30/1/2019;L1,590.00;
BK-720DT-B;BODY SCULTURE DIGITAL SKIP ROPE BK-720DT-B;350.00;BODY SCULPTURE;ACCESORIOS;7;2,177.00;311.00;4/3/2019;L290.00;
FOR-5000-TR;PROTECTOR BUCAL FOR-5000-TR;80.00;FORTIS;ACCESORIOS;7;578.00;82.57;8/12/2018;L70.00;
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 11;4,590.00;TIMBERLAND;ZAPATO;7;28,786.00;4,112.29;22/4/2019;L4,350.00;COBRAR
STS18580;Z. SPERRY 7 SEAS 3-EYE BLACK STS18580 # 7;2,590.00;SPERRY TOP SIDER;ZAPATO;7;11,955.00;1,707.86;1/12/2018;L2,490.00;
192337 01;T.P FLOURISH WMNS BLACK 192337 01 # 5.5;1,990.00;PUMA;ZAPATO;6;11,267.50;1,877.92;#N/A;#N/A;
021934 02;GORRA PUMA BMW MOTORSPORT WHITE 021934 02;650.00;PUMA;ACCESORIOS;6;3,682.50;613.75;10/5/2019;L590.00;ESTA BUENO
880840-602;T. NIKE WMNS FREE RN 2 RD/PRT 880840-602 # 5;2,590.00;NIKE;ZAPATO;6;13,786.50;2,297.75;22/2/2019;L2,390.00;
VN000ZD4BW9;VANS OLD SKOOL PRO BLK/WHT VN000ZD4BW9 # 7;2,390.00;VANS;ZAPATO;6;13,023.50;2,170.58;10/5/2019;L2,190.00;COBRAR
854079 03;CAMISA PUMA GREY 854079 03 # S;650.00;PUMA;ROPA;6;3,600.00;600.00;10/5/2019;L590.00;ESTA BUENO
PRO-PW-51B;PITO CON CORDON BLCK PRO-PW-51B;150.00;PROFLITE;ACCESORIOS;6;749.00;124.83;11/6/2018;L90.00;
FOR-DB2121-01;MANCUERNA DE VINIL 1LB PINK FOR-DB2121-01;150.00;FORTIS;ACCESORIOS;6;700.00;116.67;4/3/2019;L100.00;
VN000TSVBXH;T.VANS AUTHENTIC BLK/BROW VN000TSVBXH # 4;1,650.00;VANS;ZAPATO;6;8,847.50;1,474.58;10/5/2019;L1,490.00;COBRAR
192305 02;T.P ENZO WEAVE JR RED 192305 02 # 4C;1,790.00;PUMA;ZAPATO;6;9,403.00;1,567.17;10/5/2019;L1,590.00;COBRAR
3611S BROWN;CACTUS  WORK BOOT RUBBER SOLE BROWN 3611S # 6.5;2,190.00;CACTUS;ZAPATO;6;11,188.50;1,864.75;#N/A;#N/A;
VN0A3AV8BLK;T. VANS AUTHENTIC PLATFOR BLK  VN0A3AV8BLK # 6;1,790.00;VANS;ZAPATO;6;10,140.00;1,690.00;10/5/2019;L1,590.00;ESTA BUENO
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 4;750.00;PUMA;SANDALIAS;6;4,185.00;697.50;10/5/2019;L690.00;ESTA BUENO
VN000EYEBWW;T.VANZ CLASSIC SLIP BEIGE/BLK VN000EYEBWW # 6.5;1,990.00;VANS;ZAPATO;6;11,127.20;1,854.53;10/5/2019;L1,790.00;ESTA BUENO
VN0A38G1VG4;VANS OLD SKOOL RUMBA RED/WHT VN0A38G1VG4 # 10;2,190.00;VANS;ZAPATO;6;12,221.50;2,036.92;10/5/2019;L1,990.00;ESTA BUENO
192456 01;T.P JAAB XT BK/WH 192456 01 # 7;2,190.00;PUMA;ZAPATO;6;11,426.00;1,904.33;10/5/2019;L1,990.00;COBRAR
075953 03;BOLSO DE PUMA CORE UP LARGE BERRY 075953 03;850.00;PUMA;ACCESORIOS;6;4,452.50;742.08;10/5/2019;L790.00;COBRAR
SX4120 401;CALCETINES NIKE BLUE DRI FIT SX4120 401 XS;390.00;NIKE;ACCESORIOS;6;2,223.50;370.58;28/7/2018;L360.00;
STWF15B021-03;MEDIAS 3PACK NAVY STWF15B021-03 # 5-10;590.00;SPERRY TOP SIDER;ACCESORIOS;6;1,848.00;308.00;4/2/2019;L550.00;
021942 01;GORRA PUMA RED/NAVY  021942 01;690.00;PUMA;ACCESORIOS;6;3,787.00;631.17;30/1/2019;L650.00;
5552R;T. EK STORMBUCK DK OLIVE 5552R #10.5;3,990.00;TIMBERLAND;ZAPATO;6;20,811.50;3,468.58;28/1/2019;L3,790.00;
STS82400;Z.SPERRY CREST VIBE WASHABLE NAVY STS82400 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;6;12,411.50;2,068.58;2/3/2019;L1,990.00;
353572 11;T.PUMA ROMA BASIC BLACK 353572 11 # 7;1,990.00;PUMA;ZAPATO;6;10,679.00;1,779.83;30/1/2019;L1,790.00;
WF58392;T.K. CH MATTE METALLIC PLATINUM WF58392 # 5;1,390.00;KEDS;ZAPATO;6;4,160.00;693.33;30/11/2018;L1,290.00;
WH58987;T.K. TRIPLE RUFFLE DARK GRAY WH58987 # 5.5;2,390.00;KEDS;ZAPATO;6;7,140.00;1,190.00;30/11/2018;L2,190.00;
AQ0117-002;T.N AIR FORCE 1 '07 LV8 BLK/BLK AQ0117-002 # 7;3,250.00;NIKE;ZAPATO;6;17,485.00;2,914.17;25/2/2019;L2,990.00;
709931959;GORRO P/NADAR FLAT SPEEDO MULTICOLOR 709931959;250.00;SPEEDO;ACCESORIOS;6;1,365.00;227.50;5/3/2019;L190.00;
STS19591;S. SPERRY WARWICK THONG TAN STS19591 # 7;1,790.00;SPERRY TOP SIDER;SANDALIAS;6;10,509.00;1,751.50;28/1/2019;L1,590.00;
SX7161-910;CALCETINES NK PERF CUSH NS 3P MARL SX7161-910 # M;450.00;NIKE;ACCESORIOS;6;2,320.00;386.67;24/1/2019;L390.00;
RWS1-201AM CHAMPANE;Z KENNETH HARLOW RWS1-201AM CHAMPANE # 6;1,790.00;KENNETH COLE;ZAPATO;6;5,415.00;902.50;4/12/2018;L1,590.00;
KC231;PALEN GRAY/PINK;590.00;K2C;ROPA;6;3,068.00;511.33;0/1/1900;L0.00;
STS83156;Z.SPERRY 7-SEAS SPORT BLUE STS83156 # 5.5;2,590.00;SPERRY TOP SIDER;ZAPATO;6;13,213.50;2,202.25;2/3/2019;L2,390.00;
VN0A38G1UAW;VANS OLD SKOOL SILVER/TR VN0A38G1UAW # 4;2,190.00;VANS;ZAPATO;6;11,514.00;1,919.00;2/2/2019;L1,990.00;
A1YQD;T. FLYRM GO KNIT OX BLK A1YQD # 6;3,190.00;TIMBERLAND;ZAPATO;6;17,085.50;2,847.58;22/4/2019;L2,890.00;COBRAR
831971-801;T.N. MERCURIAL VORTEX III RNG/BLK 831971-801 #6.5;1,790.00;NIKE;ZAPATO;6;7,664.00;1,277.33;28/11/2018;L1,590.00;
RSM4-116AM BROW;Z KENNET COLE SIROCCO BROW RSM4-116AM # 9.5;1,790.00;KENNETH COLE;ZAPATO;6;6,090.00;1,015.00;4/12/2018;L1,590.00;
818383-406;T. NIKE TANJUN BLUE/MTLC GOLD 818383-406 # 10C;1,390.00;NIKE;ZAPATO;6;7,823.50;1,303.92;24/1/2019;L1,290.00;
RLF8034TF GOLD;SANDALIA KENNETH COLE GOLD RLF8034TF # 6;1,290.00;KENNETH COLE;SANDALIAS;6;4,321.50;720.25;4/12/2018;L1,190.00;
360263 11;SANDALIA PUMA LEADCAT GREEN 360263 11 # 7;850.00;PUMA;ZAPATO;6;3,540.00;590.00;16/8/2018;L750.00;
RSM4-167AM WHITE;Z. KENNETH COLE MARRON WHITE RSM4-167AM # 7.5;1,490.00;KENNETH COLE;ZAPATO;6;4,740.00;790.00;4/12/2018;L1,390.00;
306243 02;T.P FUTURE CAT ULTRA  BLCK 306243 02 # 7;2,190.00;PUMA;ZAPATO;6;11,213.50;1,868.92;1/11/2018;L1,990.00;
STS16330;T.SPERRY 7 SEAS CVO BLCK STS16330 # 7;2,790.00;SPERRY TOP SIDER;ZAPATO;6;6,871.00;1,145.17;23/7/2018;L2,590.00;
A1EBU 001;CALCETA TIMBERLAND 3PP ORGANIC RED A1EBU 001 9-12;790.00;TIMBERLAND;ACCESORIOS;6;4,288.95;714.83;31/5/2018;L690.00;
921442-602;T. NIKE STAR RUNNER GPV PNK/WHT 921442-602 # 10.5;1,590.00;NIKE;ZAPATO;6;9,240.00;1,540.00;16/4/2019;L1,490.00;ESTA BUENO
343881-900;S. BENASSI JDI MTLC 343881-900 # 7;990.00;NIKE;SANDALIAS;6;5,766.50;961.08;16/4/2019;L950.00;ESTA BUENO
FOR-1093-M/L;GUANTE FORTIS BLUE/BLK FOR-1093-M/L;390.00;FORTIS;ACCESORIOS;6;2,140.50;356.75;4/3/2019;L350.00;
A1W1Z;T. FLYROAM TRAIL LOW NVY A1W1Z # 7;3,290.00;TIMBERLAND;ZAPATO;6;17,330.50;2,888.42;22/4/2019;L2,990.00;COBRAR
SP0040 101;CHIMPA NIKE GUARD WHT/BLK SP0040 101 M;350.00;NIKE;ACCESORIOS;6;2,049.00;341.50;6/6/2018;L290.00;
916792 001;T.NV WMNS CK RACER BLK WHT  916792 001# 6;1,790.00;NIKE;ZAPATO;6;9,019.00;1,503.17;28/9/2018;L1,590.00;
AR5339-002;T.N W AF1 SAGE LCE XX BLK/WHT AR5339-002 # 9.5;3,250.00;NIKE;ZAPATO;6;17,258.00;2,876.33;24/1/2019;L2,990.00;
AA2181-005;T. NIKE VIALE BLK/BLK AA2181-005 # 6.5;2,190.00;NIKE;ZAPATO;6;11,883.00;1,980.50;24/1/2019;L1,990.00;
361137 01;T.P DRIFT CAT 5 BLACK 361137 01 # 7;2,190.00;PUMA;ZAPATO;6;12,127.00;2,021.17;30/1/2019;L1,990.00;
A1Z2D;T. BROOKLYN L/F SUPEROX NVY A1Z2D # 7;2,790.00;TIMBERLAND;ZAPATO;6;14,531.20;2,421.87;22/4/2019;L2,590.00;COBRAR
STWS14B058-03 BROW;CALCETA SPERRY 3K BROW STWS14B058-03 BROW;590.00;SPERRY TOP SIDER;ACCESORIOS;6;2,103.00;350.50;19/12/2018;L550.00;
PRO-844-9-S;ESPINILLERAS BL/RD/YELL  PRO-844-9-S  S;190.00;PROFLITE;ACCESORIOS;6;1,140.00;190.00;20/5/2019;L150.00;ESTA BUENO
MK8120LE BLK;Z KENNETH COLE ON THE HIGH BLK MK8120LE BLK # 40;1,790.00;KENNETH COLE;ZAPATO;6;5,965.00;994.17;14/2/2018;L0.00;
